city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,nanchang,84,CN,1597861840,67,28.68,115.88,83.52,2.24
383,tomakivka,42,UA,1597861925,28,47.82,34.74,84.2,4.47
384,vila franca do campo,20,PT,1597861926,56,37.72,-25.43,73.4,10.29
385,ancud,3,CL,1597861792,65,-41.87,-73.82,51.01,13.87
386,great yarmouth,100,GB,1597861926,99,52.61,1.73,66.99,5.01
387,jinka,100,ET,1597861928,74,5.65,36.65,66.43,4.43
388,kindu,77,CD,1597861928,60,-2.95,25.95,81.73,4.38
389,gizo,87,SB,1597861749,73,-8.1,156.84,81.09,0.4
390,pundaguitan,100,PH,1597861681,75,6.37,126.17,83.01,9.42
391,sola,40,VU,1597861931,94,-13.88,167.55,78.8,11.39
392,kurumkan,0,RU,1597861931,64,54.3,110.3,54.97,2.93
393,vung tau,100,VN,1597861932,79,10.35,107.08,81.43,6.49
394,chase,79,CA,1597861933,40,50.82,-119.69,80.01,4.59
395,alihe,0,CN,1597861934,73,50.57,123.72,43.9,2.24
396,kahului,1,US,1597861936,58,20.89,-156.47,82.4,13.87
397,challans,98,FR,1597861937,78,46.84,-1.87,77.0,6.93
398,trelew,0,AR,1597861713,46,-43.25,-65.31,46.27,14.23
399,akyab,100,MM,1597861939,88,20.15,92.9,80.2,20.0
400,kyshtovka,0,RU,1597861940,93,56.55,76.63,50.72,5.97
401,kailua,20,US,1597861940,65,21.4,-157.74,80.6,11.41
402,amahai,100,ID,1597861787,84,-3.33,128.92,76.98,4.83
403,grand gaube,3,MU,1597861942,65,-20.01,57.66,72.0,4.0
404,bairiki,40,KI,1597861942,83,1.33,172.98,80.6,9.17
405,sangar,98,RU,1597861727,76,63.92,127.47,50.5,3.62
406,ust-karsk,0,RU,1597861944,80,52.7,118.81,46.92,3.53
407,mecca,13,SA,1597861732,34,21.43,39.83,93.88,7.45
408,tendo,0,JP,1597861945,81,38.35,140.37,73.99,1.9
409,saint george,1,US,1597861862,18,37.1,-113.58,100.0,3.36
410,saskylakh,100,RU,1597861947,87,71.92,114.08,35.38,2.93
411,dalby,5,AU,1597861947,41,-27.18,151.27,51.01,10.63
412,leningradskiy,0,RU,1597861695,60,69.38,178.42,47.7,8.57
413,quthing,0,LS,1597861949,70,-30.4,27.7,38.08,1.25
414,kirovohrad,89,UA,1597861949,32,48.51,32.26,77.36,5.57
415,honolulu,20,US,1597861756,61,21.31,-157.86,80.6,13.87
416,linjiang,100,CN,1597861951,89,41.81,126.91,64.15,1.72
417,port said,0,EG,1597861951,69,31.26,32.28,80.13,9.84
418,tiznit,0,MA,1597861952,62,29.58,-9.5,72.77,3.78
419,santa clarita,5,US,1597861851,19,34.39,-118.54,100.99,5.3
420,arlit,0,NE,1597861809,9,18.74,7.39,101.35,9.86
421,ishinomaki,0,JP,1597861956,90,38.42,141.3,73.31,3.87
422,thompson,75,CA,1597861789,53,55.74,-97.86,71.6,5.82
423,tessalit,64,ML,1597861686,29,20.2,1.01,94.53,20.11
424,nabire,74,ID,1597861692,89,-3.37,135.48,74.79,4.76
425,sao joao da barra,0,BR,1597861960,45,-21.64,-41.05,84.2,18.34
426,acapulco,40,MX,1597861714,70,16.86,-99.89,86.0,9.17
427,horsham,75,GB,1597861961,88,51.06,-0.33,68.0,9.17
428,veraval,100,IN,1597861962,84,20.9,70.37,81.9,17.0
429,hit,0,IQ,1597861963,14,33.64,42.83,88.3,7.2
430,turukhansk,100,RU,1597861964,77,65.82,87.98,61.99,7.76
431,olafsvik,22,IS,1597861964,75,64.89,-23.71,50.74,6.11
432,pandhurna,100,IN,1597861965,91,21.6,78.52,75.31,10.11
433,nanakuli,1,US,1597861966,61,21.39,-158.15,80.6,5.82
434,osmena,100,PH,1597861967,78,10.52,119.93,81.54,7.25
435,ronda,0,ES,1597861967,30,36.74,-5.17,91.0,3.0
436,kushima,82,JP,1597861968,78,31.46,131.23,77.4,2.48
437,staryy nadym,100,RU,1597861969,77,65.61,72.68,60.71,12.62
438,barra do garcas,0,BR,1597861969,13,-15.89,-52.26,101.91,8.21
439,monastyrshchina,100,RU,1597861970,95,54.35,31.84,58.95,10.74
440,sakakah,0,SA,1597861659,12,29.97,40.21,93.2,6.93
441,meadow lake,1,US,1597861857,15,34.8,-106.54,89.6,8.46
442,gambela,100,ET,1597861973,91,8.25,34.58,72.84,2.44
443,mount gambier,75,AU,1597861753,81,-37.83,140.77,44.6,8.05
444,neuquen,0,AR,1597861860,26,-38.95,-68.06,48.2,5.82
445,rio grande,20,BR,1597861691,48,-32.03,-52.1,60.8,19.46
446,half moon bay,90,US,1597861977,64,37.46,-122.43,84.0,10.11
447,curitibanos,100,BR,1597861834,93,-27.28,-50.58,57.43,3.18
448,makaryev,0,RU,1597861979,75,57.88,43.81,46.76,4.61
449,port macquarie,0,AU,1597861855,36,-31.43,152.92,60.8,18.34
450,cidreira,79,BR,1597861754,71,-30.18,-50.21,61.16,15.26
451,moerai,89,PF,1597861981,75,-22.43,-151.33,69.84,29.19
452,kurilsk,89,RU,1597861736,97,45.23,147.88,61.03,4.16
453,san quintin,0,MX,1597861767,58,30.48,-115.95,81.55,7.14
454,alanya,0,TR,1597861739,83,36.54,32.0,80.6,4.7
455,chiriqui,75,PA,1597861983,83,8.4,-82.32,80.6,3.36
456,poum,0,NC,1597861807,70,-20.23,164.02,71.94,8.88
457,aksaray,0,TR,1597861986,23,38.37,34.03,77.0,1.12
458,anzio,5,IT,1597861986,74,41.49,12.62,81.0,3.36
459,seoul,40,KR,1597861856,94,37.57,126.98,77.0,1.57
460,melilla,20,ES,1597861717,74,35.29,-2.94,80.6,3.36
461,hasaki,20,JP,1597861774,100,35.73,140.83,75.2,3.36
462,sao gabriel da cachoeira,20,BR,1597861989,63,-0.13,-67.09,91.4,4.7
463,gillette,1,US,1597861990,19,44.29,-105.5,91.0,5.82
464,marzuq,89,YE,1597861741,40,14.4,46.47,84.96,9.69
465,governador dix-sept rosado,17,BR,1597861991,21,-5.46,-37.52,95.34,13.73
466,leshukonskoye,58,RU,1597861992,77,64.9,45.76,44.02,6.22
467,osakarovka,0,KZ,1597861994,63,50.56,72.57,51.71,9.4
468,areosa,90,PT,1597861996,94,41.72,-8.86,72.0,13.87
469,henties bay,0,NA,1597861997,71,-22.12,14.28,59.0,7.65
470,sharjah,0,AE,1597861970,67,25.36,55.4,96.8,4.7
471,cassilandia,0,BR,1597861998,13,-19.11,-51.73,100.96,10.45
472,singaraja,94,ID,1597861999,73,-8.11,115.09,76.73,3.98
473,homer,90,US,1597861999,93,59.64,-151.55,55.4,3.36
474,gushikawa,1,JP,1597862000,78,26.35,127.87,84.2,2.24
475,san carlos del zulia,12,VE,1597862001,62,9.0,-71.91,89.8,5.88
476,beroroha,0,MG,1597862002,44,-21.67,45.17,69.62,4.85
477,cabedelo,20,BR,1597862002,58,-6.98,-34.83,82.4,13.87
478,america dourada,82,BR,1597862003,38,-11.46,-41.44,82.51,11.61
479,kavaratti,100,IN,1597862004,77,10.57,72.64,81.86,12.3
480,ocos,75,GT,1597862005,70,14.51,-92.19,87.8,5.82
481,kinablangan,100,PH,1597862005,79,7.69,126.55,79.07,4.74
482,balsas,15,BR,1597861958,18,-7.53,-46.04,99.05,5.59
483,mogadishu,30,SO,1597862007,86,2.04,45.34,76.78,14.25
484,deputatskiy,92,RU,1597862008,99,69.3,139.9,30.61,3.15
485,podsineye,73,RU,1597862009,93,53.67,91.54,53.6,2.24
486,mahebourg,75,MU,1597862009,68,-20.41,57.7,71.6,14.99
487,pisco,0,PE,1597861788,68,-13.7,-76.22,66.99,9.17
488,vao,14,NC,1597861724,75,-22.67,167.48,70.21,15.93
489,price,1,US,1597862012,13,39.6,-110.81,93.2,6.93
490,koygorodok,100,RU,1597862013,89,60.45,51.0,47.82,10.87
491,ituporanga,100,BR,1597862015,93,-27.41,-49.6,66.99,3.0
492,tawau,20,MY,1597862017,94,4.25,117.89,77.0,1.12
493,tarandacuao,40,MX,1597862017,64,20.0,-100.53,71.6,3.42
494,khalkhal,0,IR,1597862018,70,37.62,48.53,61.48,3.76
495,limon,40,CR,1597862019,66,10.0,-83.03,86.0,9.17
496,edea,75,CM,1597862019,100,3.8,10.13,78.8,3.36
497,airai,6,TL,1597862020,62,-8.93,125.41,55.26,2.28
498,fairbanks,90,US,1597861887,67,64.84,-147.72,59.0,4.7
499,tomatlan,100,MX,1597862021,92,19.93,-105.25,75.11,2.98
500,olutanga,100,PH,1597862022,72,7.31,122.85,82.29,3.22
501,kibala,40,TD,1597862023,78,9.11,18.35,77.0,20.8
502,ciudad bolivar,17,VE,1597862024,48,8.12,-63.55,91.6,6.69
503,jizan,96,SA,1597861726,63,17.33,42.67,93.2,6.93
504,phangnga,20,TH,1597862025,88,8.45,98.53,78.8,3.36
505,athabasca,0,CA,1597861862,40,54.72,-113.29,72.79,5.64
506,biak,51,ID,1597861747,80,-0.91,122.88,74.75,6.49
507,tchibanga,100,GA,1597862027,82,-2.85,11.03,72.77,6.31
508,sterling,20,US,1597862028,51,39.01,-77.43,82.0,8.05
509,chibuto,0,MZ,1597862029,75,-24.69,33.53,58.51,7.07
510,uaua,93,BR,1597862029,24,-9.84,-39.48,88.68,10.94
511,goderich,0,CA,1597861852,69,43.75,-81.72,72.0,3.0
512,comodoro rivadavia,0,AR,1597861991,37,-45.87,-67.5,50.0,13.87
513,nouakchott,90,MR,1597861423,70,18.09,-15.98,84.2,11.41
514,pedernales,20,DO,1597862032,66,18.04,-71.74,91.4,18.34
515,pokrovsk,21,UA,1597862033,47,48.28,37.18,72.93,9.15
516,michigan city,1,US,1597861810,64,41.71,-86.89,75.0,9.17
517,tuatapere,31,NZ,1597862036,97,-46.13,167.68,44.01,1.99
518,kumo,95,NG,1597862037,74,10.04,11.21,79.11,5.95
519,baykit,100,RU,1597861924,64,61.67,96.37,59.99,3.69
520,ust-kulom,100,RU,1597862038,88,61.69,53.69,53.47,11.99
521,chabahar,20,IR,1597862039,83,25.29,60.64,84.2,9.17
522,peremyshl,100,RU,1597862039,72,54.26,36.16,60.8,4.47
523,shubarshi,0,KZ,1597862040,51,48.59,57.19,61.57,3.18
524,opuwo,0,NA,1597862041,28,-18.06,13.84,59.38,7.54
525,namibe,100,AO,1597862042,81,-15.2,12.15,66.76,3.71
526,murud,97,IN,1597862042,87,18.33,72.97,79.93,12.08
527,nerja,0,ES,1597861812,60,36.76,-3.89,82.0,1.97
528,plerin,90,FR,1597862044,78,48.54,-2.78,72.0,16.11
529,tigil,100,RU,1597862044,94,57.8,158.67,53.24,10.56
530,werda,36,BW,1597862045,40,-25.27,23.28,47.01,8.08
531,sheridan,1,US,1597862046,19,44.83,-106.92,91.99,3.36
532,dumas,1,US,1597862046,29,35.87,-101.97,91.0,10.29
533,ulaanbaatar,40,MN,1597862047,54,47.91,106.88,59.0,13.42
534,samarai,0,PG,1597862048,70,-10.62,150.67,74.68,3.76
535,pangnirtung,40,CA,1597861677,66,66.15,-65.71,51.8,11.41
536,varna,20,BG,1597862049,64,43.22,27.92,75.2,5.82
537,caraballeda,75,VE,1597861702,66,10.61,-66.85,86.0,6.93
538,baraboo,1,US,1597862050,44,43.47,-89.74,78.8,8.05
539,mamakan,92,RU,1597862051,73,57.82,114.0,51.67,1.36
540,lhokseumawe,100,ID,1597862052,88,5.18,97.15,77.85,4.65
541,hede,100,CN,1597862054,91,33.77,120.25,78.39,3.87
542,davila,75,PH,1597862057,100,18.47,120.58,77.0,3.36
543,bambanglipuro,2,ID,1597862057,87,-7.95,110.28,72.72,4.61
544,ilhabela,55,BR,1597862058,85,-23.78,-45.36,72.03,9.28
545,paamiut,0,GL,1597862059,64,61.99,-49.67,47.79,8.16
546,luangwa,0,ZM,1597862059,30,-15.62,30.42,75.42,2.8
547,gabane,0,BW,1597862060,19,-24.67,25.78,46.4,2.24
548,nguru,0,NG,1597862061,44,12.88,10.45,88.9,9.98
549,la sarre,100,CA,1597862062,65,48.8,-79.2,58.66,5.66
550,constantine,20,DZ,1597861747,29,36.37,6.61,87.8,11.41
551,jiaocheng,100,CN,1597862063,90,24.68,116.14,75.96,0.51
552,horezu,60,RO,1597862064,80,45.15,24.02,61.27,5.39
553,solnechnyy,0,RU,1597862065,61,50.72,136.63,51.51,8.84
554,port hardy,90,CA,1597862066,93,50.7,-127.42,59.0,10.29
555,lannion,75,FR,1597862067,88,48.75,-3.42,69.8,19.46
556,thinadhoo,100,MV,1597862067,62,0.53,72.93,84.15,3.36
557,pacific grove,90,US,1597861411,64,36.62,-121.92,69.8,4.7
558,dudinka,0,RU,1597862069,54,69.41,86.18,55.4,8.95
559,eqbaliyeh,0,IR,1597862070,19,35.3,51.54,86.0,4.7
560,chany,99,RU,1597862070,88,55.31,76.76,53.08,6.15
561,maningrida,59,AU,1597862071,94,-12.07,134.27,65.46,4.72
562,brigantine,1,US,1597862072,69,39.41,-74.36,75.99,3.36
563,sandwick,90,GB,1597862072,100,60.0,-1.25,59.0,10.29
564,khlung,98,TH,1597862073,84,12.45,102.22,77.07,1.52
565,zhigansk,55,RU,1597862075,71,66.77,123.37,40.48,14.25
566,malamig,100,PH,1597862076,80,12.95,121.37,76.77,3.29
567,sembe,100,CG,1597862077,79,1.65,14.58,75.63,1.43
568,port moresby,40,PG,1597862078,88,-9.44,147.18,75.2,2.24
569,the valley,40,AI,1597862078,66,18.22,-63.06,91.4,14.99
570,lubango,24,AO,1597862079,36,-14.92,13.49,59.4,5.88
571,sao caetano de odivelas,100,BR,1597862080,73,-0.75,-48.02,83.39,10.31
572,junagarh,100,IN,1597862080,92,19.87,82.93,76.35,7.07
